最近的美術館距離,最近的美術館,最近的公車站距離,最近的公車站,最近的便利商店距離,最近的便利商店,最近的百貨公司距離,最近的百貨公司,最近的交流道距離,最近的交流道,最近的高鐵站距離,最近的高鐵站,最近的圖書館距離,最近的圖書館,最近的超市距離,最近的超市,最近的電影院距離,最近的電影院,最近的捷運站距離,最近的捷運站,最近的博物館距離,最近的博物館,最近的夜市距離,最近的夜市,最近的學校距離,最近的學校,最近的商圈距離,最近的商圈,最近的菜市場距離,最近的菜市場,最近的火車站距離,最近的火車站
7482,桃園市立兒童美術館,9451,桃園公車站,6486,全家便利(八德瑞祥店),4466,遠東SOGO 中壢店,15583,交流道,7433,高鐵桃園站,9881,桃園市立圖書館 總館,11591,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10830,桃園統領威秀影城,3948,中壢火車站,11040,大溪木藝生態博物館,4223,八德興仁花園夜市,10061,桃園市私立康萊爾雙語中小學,3989,中平商圈徒步區,5151,內壢菜市場,3948,中壢火車站
7525,桃園市立兒童美術館,8418,桃園公車站,8345,全家便利(八德瑞祥店),1992,遠東SOGO 中壢店,15010,交流道,4959,高鐵桃園站,8848,桃園市立圖書館 總館,14740,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,9966,桃園統領威秀影城,1474,中壢火車站,12899,大溪木藝生態博物館,6082,八德興仁花園夜市,14208,桃園市私立康萊爾雙語中小學,1717,中平商圈徒步區,4092,內壢菜市場,1474,中壢火車站
16855,桃園市立兒童美術館,13559,桃園公車站,11899,全家便利商店 桃園榮運店,1708,GLORIA OUTLETS華泰名品城,8178,大園交流道,6026,高鐵桃園站,13863,桃園市立圖書館 總館,13975,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,15363,桃園統領威秀影城,1383,桃園,12854,國立歷史博物館桃園二期Ｃ站分部,13621,八德興仁花園夜市,13109,桃園市私立康萊爾雙語中小學,6427,中平商圈徒步區,12858,南崁菜市場,1383,桃園
10147,桃園市立兒童美術館,9548,桃園公車站,11307,全家便利(八德瑞祥店),1388,遠東SOGO 中壢店,12481,交流道,2419,高鐵桃園站,9978,桃園市立圖書館 總館,17312,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11096,桃園統領威秀影城,817,A21 環北站,21126,大溪木藝生態博物館,9044,八德興仁花園夜市,16781,桃園市私立康萊爾雙語中小學,1806,中平商圈徒步區,16865,南崁菜市場,817,A21 環北站
5202,桃園市立兒童美術館,7299,桃園公車站,7643,全家便利(八德瑞祥店),5023,遠東SOGO 中壢店,22415,交流道,7990,高鐵桃園站,7729,桃園市立圖書館 總館,9439,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,8847,桃園統領威秀影城,3558,內壢火車站,11886,新北市立鶯歌陶瓷博物館,6210,八德興仁花園夜市,7909,桃園市私立康萊爾雙語中小學,5068,中平商圈徒步區,2999,內壢菜市場,3558,內壢火車站
10479,桃園市立兒童美術館,16874,桃園公車站,11770,全家便利(八德瑞祥店),1442,遠東SOGO 中壢店,12124,交流道,2585,高鐵桃園站,17177,桃園市立圖書館 總館,16955,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,18678,桃園統領威秀影城,1686,A21 環北站,20768,大溪木藝生態博物館,8780,八德興仁花園夜市,16423,桃園市私立康萊爾雙語中小學,1286,中平商圈徒步區,16507,南崁菜市場,1686,A21 環北站
8415,桃園市立兒童美術館,6399,桃園公車站,10497,全家便利商店 桃園榮運店,3724,遠東SOGO 中壢店,18104,交流道,6553,高鐵桃園站,6702,桃園市立圖書館 總館,11904,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,8165,桃園統領威秀影城,3032,內壢火車站,17908,祥儀機器人夢工廠,9098,八德興仁花園夜市,6432,桃園市私立康萊爾雙語中小學,4159,中平商圈徒步區,11456,南崁菜市場,3032,內壢火車站
8415,桃園市立兒童美術館,6399,桃園公車站,10497,全家便利商店 桃園榮運店,3724,遠東SOGO 中壢店,18104,交流道,6553,高鐵桃園站,6702,桃園市立圖書館 總館,11904,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,8165,桃園統領威秀影城,3032,內壢火車站,17908,祥儀機器人夢工廠,9098,八德興仁花園夜市,6432,桃園市私立康萊爾雙語中小學,4159,中平商圈徒步區,11456,南崁菜市場,3032,內壢火車站
10509,桃園市立兒童美術館,2170,桃園客運公車總站,11670,全家便利(八德瑞祥店),1751,遠東SOGO 中壢店,12259,交流道,2776,高鐵桃園站,17312,桃園市立圖書館 總館,17090,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,17319,美麗新台茂影城,1180,A21 環北站,20903,大溪木藝生態博物館,9407,八德興仁花園夜市,16559,桃園市私立康萊爾雙語中小學,1950,中平商圈徒步區,16642,南崁菜市場,1180,A21 環北站
10552,桃園市立兒童美術館,17078,桃園公車站,11712,全家便利(八德瑞祥店),1793,遠東SOGO 中壢店,12328,交流道,2734,高鐵桃園站,17382,桃園市立圖書館 總館,17159,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11501,桃園統領威秀影城,1222,A21 環北站,20972,大溪木藝生態博物館,9449,八德興仁花園夜市,16628,桃園市私立康萊爾雙語中小學,1908,中平商圈徒步區,16711,南崁菜市場,1222,A21 環北站
10482,桃園市立兒童美術館,2361,桃園客運公車總站,11643,全家便利(八德瑞祥店),1724,遠東SOGO 中壢店,12082,交流道,2288,高鐵桃園站,17135,桃園市立圖書館 總館,16913,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,17142,美麗新台茂影城,1153,A21 環北站,20726,大溪木藝生態博物館,9380,八德興仁花園夜市,16382,桃園市私立康萊爾雙語中小學,2142,中平商圈徒步區,16465,南崁菜市場,1153,A21 環北站
10151,桃園市立兒童美術館,9553,桃園公車站,11312,全家便利(八德瑞祥店),1393,遠東SOGO 中壢店,12821,交流道,2424,高鐵桃園站,9983,桃園市立圖書館 總館,17652,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11101,桃園統領威秀影城,822,A21 環北站,21465,大溪木藝生態博物館,9049,八德興仁花園夜市,17120,桃園市私立康萊爾雙語中小學,1502,中平商圈徒步區,17204,南崁菜市場,822,A21 環北站
10151,桃園市立兒童美術館,9553,桃園公車站,11312,全家便利(八德瑞祥店),1393,遠東SOGO 中壢店,12821,交流道,2424,高鐵桃園站,9983,桃園市立圖書館 總館,17652,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11101,桃園統領威秀影城,822,A21 環北站,21465,大溪木藝生態博物館,9049,八德興仁花園夜市,17120,桃園市私立康萊爾雙語中小學,1502,中平商圈徒步區,17204,南崁菜市場,822,A21 環北站
10151,桃園市立兒童美術館,9553,桃園公車站,11312,全家便利(八德瑞祥店),1393,遠東SOGO 中壢店,12821,交流道,2424,高鐵桃園站,9983,桃園市立圖書館 總館,17652,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11101,桃園統領威秀影城,822,A21 環北站,21465,大溪木藝生態博物館,9049,八德興仁花園夜市,17120,桃園市私立康萊爾雙語中小學,1502,中平商圈徒步區,17204,南崁菜市場,822,A21 環北站
10131,桃園市立兒童美術館,9532,桃園公車站,11291,全家便利(八德瑞祥店),1372,遠東SOGO 中壢店,12800,交流道,2403,高鐵桃園站,9962,桃園市立圖書館 總館,17631,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11080,桃園統領威秀影城,801,A21 環北站,21444,大溪木藝生態博物館,9028,八德興仁花園夜市,17100,桃園市私立康萊爾雙語中小學,1523,中平商圈徒步區,17183,南崁菜市場,801,A21 環北站
10131,桃園市立兒童美術館,9532,桃園公車站,11291,全家便利(八德瑞祥店),1372,遠東SOGO 中壢店,12800,交流道,2403,高鐵桃園站,9962,桃園市立圖書館 總館,17631,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11080,桃園統領威秀影城,801,A21 環北站,21444,大溪木藝生態博物館,9028,八德興仁花園夜市,17100,桃園市私立康萊爾雙語中小學,1523,中平商圈徒步區,17183,南崁菜市場,801,A21 環北站
8186,桃園市立兒童美術館,9078,桃園公車站,8834,全家便利(八德瑞祥店),2976,遠東SOGO 中壢店,13587,交流道,5486,高鐵桃園站,9508,桃園市立圖書館 總館,11218,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10626,桃園統領威秀影城,2144,中壢火車站,12054,大溪木藝生態博物館,6571,八德興仁花園夜市,9688,桃園市私立康萊爾雙語中小學,1895,中平商圈徒步區,4752,內壢菜市場,2144,中壢火車站
9855,桃園市立兒童美術館,9256,桃園公車站,11073,全家便利(八德瑞祥店),933,遠東SOGO 中壢店,12727,交流道,3752,高鐵桃園站,9686,桃園市立圖書館 總館,17558,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10804,桃園統領威秀影城,724,中壢火車站,17109,大溪木藝生態博物館,8062,八德興仁花園夜市,17027,桃園市私立康萊爾雙語中小學,475,中平商圈徒步區,4930,內壢菜市場,724,中壢火車站
7714,桃園市立兒童美術館,10276,桃園公車站,7068,全家便利(八德瑞祥店),5291,遠東SOGO 中壢店,15228,交流道,8249,高鐵桃園站,10706,桃園市立圖書館 總館,12416,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11061,桃園統領威秀影城,4906,中壢火車站,9666,大溪木藝生態博物館,4454,八德興仁花園夜市,10886,桃園市私立康萊爾雙語中小學,4657,中平商圈徒步區,5976,內壢菜市場,4906,中壢火車站
18437,桃園市立兒童美術館,4812,高鐵桃園站,5735,全家便利商店 中壢環北店,2795,GLORIA OUTLETS華泰名品城,6043,大園交流道,4812,高鐵桃園站,15445,桃園市立圖書館 總館,10138,家樂福超市中壢成章1店,11741,美麗新台茂影城,1273,桃園體育園區,11772,國立歷史博物館桃園二期Ｃ站分部,13853,八德興仁花園夜市,14691,桃園市私立康萊爾雙語中小學,7001,中平商圈徒步區,14440,南崁菜市場,1273,桃園體育園區
3775,橫山書法藝術館,9241,桃園客運公車總站,7801,全家便利商店 中壢環北店,4026,GLORIA OUTLETS華泰名品城,4124,大園交流道,6484,高鐵桃園站,8853,桃園市立圖書館中壢分館,12203,家樂福超市中壢成章1店,12534,美麗新台茂影城,3761,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）",11395,國立歷史博物館桃園二期Ｃ站分部,8314,中壢觀光夜市,11535,桃園市私立有得雙語中小學 Yoder Bilingual Academy,9066,中平商圈徒步區,16476,南崁菜市場,3749,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）"
5589,桃園市立兒童美術館,7122,桃園公車站,7894,全家便利(八德瑞祥店),4108,遠東SOGO 中壢店,21500,交流道,7075,高鐵桃園站,7552,桃園市立圖書館 總館,9262,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,8670,桃園統領威秀影城,2850,內壢火車站,12273,新北市立鶯歌陶瓷博物館,5631,八德興仁花園夜市,7732,桃園市私立康萊爾雙語中小學,4153,中平商圈徒步區,2794,內壢菜市場,2850,內壢火車站
6472,桃園市立兒童美術館,5931,桃園公車站,12709,全家便利商店 桃園榮運店,3253,遠東SOGO 中壢店,20315,交流道,6221,高鐵桃園站,6361,桃園市立圖書館 總館,8071,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,7479,桃園統領威秀影城,1161,內壢火車站,21726,世界警察博物館,7480,八德興仁花園夜市,6541,桃園市私立康萊爾雙語中小學,3688,中平商圈徒步區,13667,南崁菜市場,1161,內壢火車站
17991,桃園市立兒童美術館,7678,桃園客運公車總站,13035,全家便利商店 桃園榮運店,2349,GLORIA OUTLETS華泰名品城,5886,大園交流道,5315,高鐵桃園站,14999,桃園市立圖書館 總館,15111,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11295,美麗新台茂影城,1776,桃園體育園區,11267,國立歷史博物館桃園二期Ｃ站分部,14356,八德興仁花園夜市,14245,桃園市私立康萊爾雙語中小學,7504,中平商圈徒步區,13994,南崁菜市場,1776,桃園體育園區
9710,桃園市立兒童美術館,9111,桃園公車站,10870,全家便利(八德瑞祥店),224,遠東SOGO 中壢店,13576,交流道,3119,高鐵桃園站,9541,桃園市立圖書館 總館,14299,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10659,桃園統領威秀影城,783,A21 環北站,17814,大溪木藝生態博物館,8607,八德興仁花園夜市,13768,桃園市私立康萊爾雙語中小學,1048,中平商圈徒步區,13852,南崁菜市場,783,A21 環北站
6931,桃園市立兒童美術館,7823,桃園公車站,8285,全家便利(八德瑞祥店),2555,遠東SOGO 中壢店,14950,交流道,5523,高鐵桃園站,8253,桃園市立圖書館 總館,9962,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,9371,桃園統領威秀影城,2037,中壢火車站,12840,大溪木藝生態博物館,6022,八德興仁花園夜市,8433,桃園市私立康萊爾雙語中小學,2280,中平商圈徒步區,3497,內壢菜市場,2037,中壢火車站
6931,桃園市立兒童美術館,7823,桃園公車站,8285,全家便利(八德瑞祥店),2555,遠東SOGO 中壢店,14950,交流道,5523,高鐵桃園站,8253,桃園市立圖書館 總館,9962,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,9371,桃園統領威秀影城,2037,中壢火車站,12840,大溪木藝生態博物館,6022,八德興仁花園夜市,8433,桃園市私立康萊爾雙語中小學,2280,中平商圈徒步區,3497,內壢菜市場,2037,中壢火車站
9173,桃園市立兒童美術館,8574,桃園公車站,10333,全家便利(八德瑞祥店),497,遠東SOGO 中壢店,13725,交流道,3328,高鐵桃園站,9004,桃園市立圖書館 總館,13937,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10122,桃園統領威秀影城,879,A21 環北站,18750,大溪木藝生態博物館,8070,八德興仁花園夜市,13406,桃園市私立康萊爾雙語中小學,1830,中平商圈徒步區,13489,南崁菜市場,879,A21 環北站
6352,桃園市立兒童美術館,5738,桃園公車站,11789,全家便利商店 桃園榮運店,4640,遠東SOGO 中壢店,19395,交流道,7608,高鐵桃園站,6267,桃園市立圖書館 總館,7369,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,7286,桃園統領威秀影城,1125,內壢火車站,20805,世界警察博物館,8286,八德興仁花園夜市,5997,桃園市私立康萊爾雙語中小學,5075,中平商圈徒步區,12747,南崁菜市場,1125,內壢火車站
6843,桃園市立兒童美術館,6230,桃園公車站,11567,全家便利商店 桃園榮運店,4419,遠東SOGO 中壢店,19174,交流道,7387,高鐵桃園站,6571,桃園市立圖書館 總館,7673,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,7778,桃園統領威秀影城,1460,內壢火車站,20584,世界警察博物館,8777,八德興仁花園夜市,6301,桃園市私立康萊爾雙語中小學,4854,中平商圈徒步區,12526,南崁菜市場,1460,內壢火車站
9249,桃園市立兒童美術館,8650,桃園公車站,10409,全家便利(八德瑞祥店),317,遠東SOGO 中壢店,13551,交流道,3154,高鐵桃園站,9080,桃園市立圖書館 總館,14062,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10198,桃園統領威秀影城,705,A21 環北站,22195,大溪木藝生態博物館,8146,八德興仁花園夜市,13531,桃園市私立康萊爾雙語中小學,1331,中平商圈徒步區,13614,南崁菜市場,705,A21 環北站
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
17685,桃園市立兒童美術館,7756,桃園客運公車總站,12729,全家便利商店 桃園榮運店,2411,GLORIA OUTLETS華泰名品城,8396,大園交流道,5393,高鐵桃園站,14693,桃園市立圖書館 總館,14805,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,10989,美麗新台茂影城,1496,桃園,13684,國立歷史博物館桃園二期Ｃ站分部,14434,八德興仁花園夜市,13939,桃園市私立康萊爾雙語中小學,7582,中平商圈徒步區,13688,南崁菜市場,1496,桃園
16147,桃園市立兒童美術館,12851,桃園公車站,11191,全家便利商店 桃園榮運店,872,GLORIA OUTLETS華泰名品城,7342,大園交流道,6850,高鐵桃園站,13155,桃園市立圖書館 總館,13267,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14656,桃園統領威秀影城,1608,領航站,12146,國立歷史博物館桃園二期Ｃ站分部,23356,八德興仁花園夜市,12401,桃園市私立康萊爾雙語中小學,7840,中平商圈徒步區,12150,南崁菜市場,1608,領航站
18309,桃園市立兒童美術館,4581,高鐵桃園站,13353,全家便利商店 桃園榮運店,3034,GLORIA OUTLETS華泰名品城,7396,大園交流道,4581,高鐵桃園站,15316,桃園市立圖書館 總館,15429,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11613,美麗新台茂影城,438,桃園體育園區,14308,國立歷史博物館桃園二期Ｃ站分部,13573,八德興仁花園夜市,14563,桃園市私立康萊爾雙語中小學,6725,中平商圈徒步區,14311,南崁菜市場,438,桃園體育園區
18402,桃園市立兒童美術館,4311,高鐵桃園站,15750,全家便利商店 桃園玉山店,3237,GLORIA OUTLETS華泰名品城,13487,交流道,4311,高鐵桃園站,15410,桃園市立圖書館 總館,15522,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11706,美麗新台茂影城,531,桃園體育園區,14401,國立歷史博物館桃園二期Ｃ站分部,13352,八德興仁花園夜市,14656,桃園市私立康萊爾雙語中小學,6455,中平商圈徒步區,14405,南崁菜市場,531,桃園體育園區
18402,桃園市立兒童美術館,4311,高鐵桃園站,15750,全家便利商店 桃園玉山店,3237,GLORIA OUTLETS華泰名品城,13487,交流道,4311,高鐵桃園站,15410,桃園市立圖書館 總館,15522,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11706,美麗新台茂影城,531,桃園體育園區,14401,國立歷史博物館桃園二期Ｃ站分部,13352,八德興仁花園夜市,14656,桃園市私立康萊爾雙語中小學,6455,中平商圈徒步區,14405,南崁菜市場,531,桃園體育園區
18402,桃園市立兒童美術館,4311,高鐵桃園站,15750,全家便利商店 桃園玉山店,3237,GLORIA OUTLETS華泰名品城,13487,交流道,4311,高鐵桃園站,15410,桃園市立圖書館 總館,15522,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11706,美麗新台茂影城,531,桃園體育園區,14401,國立歷史博物館桃園二期Ｃ站分部,13352,八德興仁花園夜市,14656,桃園市私立康萊爾雙語中小學,6455,中平商圈徒步區,14405,南崁菜市場,531,桃園體育園區
18402,桃園市立兒童美術館,4311,高鐵桃園站,15750,全家便利商店 桃園玉山店,3237,GLORIA OUTLETS華泰名品城,13487,交流道,4311,高鐵桃園站,15410,桃園市立圖書館 總館,15522,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11706,美麗新台茂影城,531,桃園體育園區,14401,國立歷史博物館桃園二期Ｃ站分部,13352,八德興仁花園夜市,14656,桃園市私立康萊爾雙語中小學,6455,中平商圈徒步區,14405,南崁菜市場,531,桃園體育園區
16298,桃園市立兒童美術館,13002,桃園公車站,11342,全家便利商店 桃園榮運店,1023,GLORIA OUTLETS華泰名品城,7493,大園交流道,6645,高鐵桃園站,13305,桃園市立圖書館 總館,13418,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14806,桃園統領威秀影城,548,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）",12297,國立歷史博物館桃園二期Ｃ站分部,23507,八德興仁花園夜市,12552,桃園市私立康萊爾雙語中小學,7635,中平商圈徒步區,12300,南崁菜市場,536,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）"
16298,桃園市立兒童美術館,13002,桃園公車站,11342,全家便利商店 桃園榮運店,1023,GLORIA OUTLETS華泰名品城,7493,大園交流道,6645,高鐵桃園站,13305,桃園市立圖書館 總館,13418,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14806,桃園統領威秀影城,548,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）",12297,國立歷史博物館桃園二期Ｃ站分部,23507,八德興仁花園夜市,12552,桃園市私立康萊爾雙語中小學,7635,中平商圈徒步區,12300,南崁菜市場,536,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）"
