atm_0_100,atm_100_200,atm_200_300,atm_300_400,atm_400_500,atm_500_600,atm_600_700,atm_700_800,atm_800_900,atm_900_1000,銀行_0_100,銀行_100_200,銀行_200_300,銀行_300_400,銀行_400_500,銀行_500_600,銀行_600_700,銀行_700_800,銀行_800_900,銀行_900_1000,咖啡廳_0_100,咖啡廳_100_200,咖啡廳_200_300,咖啡廳_300_400,咖啡廳_400_500,咖啡廳_500_600,咖啡廳_600_700,咖啡廳_700_800,咖啡廳_800_900,咖啡廳_900_1000,便利商店_0_100,便利商店_100_200,便利商店_200_300,便利商店_300_400,便利商店_400_500,便利商店_500_600,便利商店_600_700,便利商店_700_800,便利商店_800_900,便利商店_900_1000,工廠_0_100,工廠_100_200,工廠_200_300,工廠_300_400,工廠_400_500,工廠_500_600,工廠_600_700,工廠_700_800,工廠_800_900,工廠_900_1000,麥當勞_0_100,麥當勞_100_200,麥當勞_200_300,麥當勞_300_400,麥當勞_400_500,麥當勞_500_600,麥當勞_600_700,麥當勞_700_800,麥當勞_800_900,麥當勞_900_1000,肯德基_0_100,肯德基_100_200,肯德基_200_300,肯德基_300_400,肯德基_400_500,肯德基_500_600,肯德基_600_700,肯德基_700_800,肯德基_800_900,肯德基_900_1000,加油站_0_100,加油站_100_200,加油站_200_300,加油站_300_400,加油站_400_500,加油站_500_600,加油站_600_700,加油站_700_800,加油站_800_900,加油站_900_1000,健身房_0_100,健身房_100_200,健身房_200_300,健身房_300_400,健身房_400_500,健身房_500_600,健身房_600_700,健身房_700_800,健身房_800_900,健身房_900_1000,國民運動中心_0_100,國民運動中心_100_200,國民運動中心_200_300,國民運動中心_300_400,國民運動中心_400_500,國民運動中心_500_600,國民運動中心_600_700,國民運動中心_700_800,國民運動中心_800_900,國民運動中心_900_1000,五金百貨_0_100,五金百貨_100_200,五金百貨_200_300,五金百貨_300_400,五金百貨_400_500,五金百貨_500_600,五金百貨_600_700,五金百貨_700_800,五金百貨_800_900,五金百貨_900_1000,醫院_0_100,醫院_100_200,醫院_200_300,醫院_300_400,醫院_400_500,醫院_500_600,醫院_600_700,醫院_700_800,醫院_800_900,醫院_900_1000,診所_0_100,診所_100_200,診所_200_300,診所_300_400,診所_400_500,診所_500_600,診所_600_700,診所_700_800,診所_800_900,診所_900_1000,圖書館_0_100,圖書館_100_200,圖書館_200_300,圖書館_300_400,圖書館_400_500,圖書館_500_600,圖書館_600_700,圖書館_700_800,圖書館_800_900,圖書館_900_1000,超市_0_100,超市_100_200,超市_200_300,超市_300_400,超市_400_500,超市_500_600,超市_600_700,超市_700_800,超市_800_900,超市_900_1000,電影院_0_100,電影院_100_200,電影院_200_300,電影院_300_400,電影院_400_500,電影院_500_600,電影院_600_700,電影院_700_800,電影院_800_900,電影院_900_1000,博物館_0_100,博物館_100_200,博物館_200_300,博物館_300_400,博物館_400_500,博物館_500_600,博物館_600_700,博物館_700_800,博物館_800_900,博物館_900_1000,美術館_0_100,美術館_100_200,美術館_200_300,美術館_300_400,美術館_400_500,美術館_500_600,美術館_600_700,美術館_700_800,美術館_800_900,美術館_900_1000,夜市_0_100,夜市_100_200,夜市_200_300,夜市_300_400,夜市_400_500,夜市_500_600,夜市_600_700,夜市_700_800,夜市_800_900,夜市_900_1000,公園_0_100,公園_100_200,公園_200_300,公園_300_400,公園_400_500,公園_500_600,公園_600_700,公園_700_800,公園_800_900,公園_900_1000,停車場_0_100,停車場_100_200,停車場_200_300,停車場_300_400,停車場_400_500,停車場_500_600,停車場_600_700,停車場_700_800,停車場_800_900,停車場_900_1000,餐廳_0_100,餐廳_100_200,餐廳_200_300,餐廳_300_400,餐廳_400_500,餐廳_500_600,餐廳_600_700,餐廳_700_800,餐廳_800_900,餐廳_900_1000,景點_0_100,景點_100_200,景點_200_300,景點_300_400,景點_400_500,景點_500_600,景點_600_700,景點_700_800,景點_800_900,景點_900_1000,幼稚園_0_100,幼稚園_100_200,幼稚園_200_300,幼稚園_300_400,幼稚園_400_500,幼稚園_500_600,幼稚園_600_700,幼稚園_700_800,幼稚園_800_900,幼稚園_900_1000,國小_0_100,國小_100_200,國小_200_300,國小_300_400,國小_400_500,國小_500_600,國小_600_700,國小_700_800,國小_800_900,國小_900_1000,國中_0_100,國中_100_200,國中_200_300,國中_300_400,國中_400_500,國中_500_600,國中_600_700,國中_700_800,國中_800_900,國中_900_1000,高中_0_100,高中_100_200,高中_200_300,高中_300_400,高中_400_500,高中_500_600,高中_600_700,高中_700_800,高中_800_900,高中_900_1000,高職_0_100,高職_100_200,高職_200_300,高職_300_400,高職_400_500,高職_500_600,高職_600_700,高職_700_800,高職_800_900,高職_900_1000,大學_0_100,大學_100_200,大學_200_300,大學_300_400,大學_400_500,大學_500_600,大學_600_700,大學_700_800,大學_800_900,大學_900_1000,科大_0_100,科大_100_200,科大_200_300,科大_300_400,科大_400_500,科大_500_600,科大_600_700,科大_700_800,科大_800_900,科大_900_1000,學校_0_100,學校_100_200,學校_200_300,學校_300_400,學校_400_500,學校_500_600,學校_600_700,學校_700_800,學校_800_900,學校_900_1000,商圈_0_100,商圈_100_200,商圈_200_300,商圈_300_400,商圈_400_500,商圈_500_600,商圈_600_700,商圈_700_800,商圈_800_900,商圈_900_1000,星巴克_0_100,星巴克_100_200,星巴克_200_300,星巴克_300_400,星巴克_400_500,星巴克_500_600,星巴克_600_700,星巴克_700_800,星巴克_800_900,星巴克_900_1000,大潤發_0_100,大潤發_100_200,大潤發_200_300,大潤發_300_400,大潤發_400_500,大潤發_500_600,大潤發_600_700,大潤發_700_800,大潤發_800_900,大潤發_900_1000,家樂福_0_100,家樂福_100_200,家樂福_200_300,家樂福_300_400,家樂福_400_500,家樂福_500_600,家樂福_600_700,家樂福_700_800,家樂福_800_900,家樂福_900_1000,傳統市場_0_100,傳統市場_100_200,傳統市場_200_300,傳統市場_300_400,傳統市場_400_500,傳統市場_500_600,傳統市場_600_700,傳統市場_700_800,傳統市場_800_900,傳統市場_900_1000,公車站_0_100,公車站_100_200,公車站_200_300,公車站_300_400,公車站_400_500,公車站_500_600,公車站_600_700,公車站_700_800,公車站_800_900,公車站_900_1000,捷運站_0_100,捷運站_100_200,捷運站_200_300,捷運站_300_400,捷運站_400_500,捷運站_500_600,捷運站_600_700,捷運站_700_800,捷運站_800_900,捷運站_900_1000
4,3,3,4,0,3,3,0,0,0,5,6,8,1,0,0,0,0,0,0,6,1,0,2,2,1,3,1,4,0,3,2,4,2,2,4,3,0,0,0,0,0,0,0,2,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,1,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3,1,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,3,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,0,4,3,0,0,4,1,1,1,2,4,5,4,1,5,5,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,1,1,2,0,1,0,2,5,5,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,2,0,3,3,1,0,0,0,3,3,1,3,3,2,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0,1,4,2,4,3,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,3,4,0,3,3,0,0,0,5,6,8,1,0,0,0,0,0,0,6,1,0,2,2,1,3,1,4,0,3,2,4,2,2,4,3,0,0,0,0,0,0,0,2,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,1,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3,1,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,3,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,0,4,3,0,0,4,1,1,1,2,4,5,4,1,5,5,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,1,1,2,0,1,0,2,5,5,0,0,0,4,0,2,1,1,0,0,0,0,0,0,0,2,0,3,3,1,0,0,0,3,3,1,3,3,2,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0,1,4,2,4,3,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,6,2,0,0,0,0,0,0,1,2,6,2,0,0,0,0,0,1,0,3,5,4,0,0,0,0,0,0,2,1,3,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,4,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,3,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,2,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0
1,1,4,4,3,1,1,2,1,2,1,1,3,5,3,1,2,3,1,0,3,1,2,2,3,3,2,2,1,0,5,0,1,7,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,0,1,1,3,0,0,0,3,5,4,1,1,1,5,0,8,2,3,5,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,1,1,2,1,0,2,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,3,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,5,2,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,1,3,1,1,0,3,3,1,1,7,0,2,1,3,2,1,2,0,0,0,2,1,0,2,4,1,2,3,4,5,2,4,2,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,1,0,2,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,2,3,0,1,2,2,0,1,1,2,1,3,1,0,3,3,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,1,4,2,0,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0,0,3,1,0,1,0,0,0,1,0,1,3,7,0,1,0,5,3,1,0,3,1,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,2,3,1,3,1,0,0,1,0,4,1,3,1,3,2,8,3,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,4,2,3,0,3,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,1,1,2,2,0,0,1,0,0,1,1,2,2,8,2,4,1,0,0,2,2,1,0,3,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,1,1,4,0,1,1,3,2,2,1,0,1,4,0,1,8,5,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,3,1,4,1,0,0,0,0,1,0,0,0,0,0,0,1,1
2,0,0,1,0,0,0,1,1,2,2,0,0,1,0,0,1,1,2,2,8,2,4,1,0,0,2,2,1,0,3,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,1,1,4,0,1,1,3,2,2,1,0,1,4,0,1,8,5,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,3,1,4,1,0,0,0,0,1,0,0,0,0,0,0,1,1
1,1,2,3,0,0,3,0,2,0,2,1,2,3,1,0,4,0,2,0,4,3,3,4,3,3,0,1,0,0,2,1,1,1,1,1,3,3,1,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,5,1,2,2,10,3,0,3,4,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5,2,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0
1,1,2,3,0,0,3,0,2,0,2,1,2,3,1,0,4,0,2,0,4,3,3,4,3,3,0,1,0,0,2,1,1,1,1,1,3,3,1,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,5,1,2,2,10,3,0,3,4,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5,2,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0
1,1,2,3,0,0,3,0,2,0,2,1,2,3,1,0,4,0,2,0,4,3,3,4,3,3,0,1,0,0,2,1,1,1,1,1,3,3,1,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,5,1,2,2,10,3,0,3,4,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5,2,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0
1,1,2,3,0,0,3,0,2,0,2,1,2,3,1,0,4,0,2,0,4,3,3,4,3,3,0,1,0,0,2,1,1,1,1,1,3,3,1,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,5,1,2,2,10,3,0,3,4,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5,2,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0
1,1,2,3,0,0,3,0,2,0,2,1,2,3,1,0,4,0,2,0,4,3,3,4,3,3,0,1,0,0,2,1,1,1,1,1,3,3,1,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,5,1,2,2,10,3,0,3,4,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5,2,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0
